"Scan Results","07/23/2026 at 05:16:48 (GMT-0300)"
"UNIPAMPA",,,,,"Brazil",
"Beatriz Roland Machado","unpam3br","Manager"

"Launch Date","Active Hosts","Total Hosts","Type","Status","Reference","Scanner Appliance","Duration","Scan Title","Asset Groups","IPs","Excluded IPs","Option Profile","FQDN"
"07/23/2026 at 04:17:46 (GMT-0300)","26","26","On-demand (default option profile)","Finished","scan/1784791066.29847","mulita-5080 (Scanner 15.2.5-1, Vulnerability Signatures 2.6.659-4)","00:36:47","VulnLab",,"172.30.1.1, 172.30.2.2, 172.30.4.1, 172.30.6.3-172.30.6.4, 172.30.7.1, 172.30.9.1-172.30.9.3, 172.30.14.1-172.30.14.2, 172.30.14.4-172.30.14.5, 172.30.15.1-172.30.15.2, 172.30.30.1, 172.30.40.7-172.30.40.8, 172.30.44.1-172.30.44.2, 172.31.1.1, 172.31.1.3, 172.31.1.5, 172.31.1.50, 172.31.1.96-172.31.1.97",,"Qualys Recommended Option Profile",

"IP","DNS","NetBIOS","OS","IP Status","QID","Title","Type","Severity","Port","Protocol","FQDN","SSL","CVE ID","Vendor Reference","Bugtraq ID","Threat","Impact","Solution","Exploitability","Associated Malware","Results","PCI Vuln","Instance","OS CPE","Category","Result Errors","Result Debug"
"172.31.1.50","nexus2.labvulnerabilities_vulnnet",,,"host scanned, found vuln","82045","Degree of Randomness of TCP Initial Sequence Numbers","Ig","1",,,,,,,,"TCP Initial Sequence Numbers (ISNs) obtained in the SYNACK replies from the host are analyzed to determine how random they are. The average change between subsequent ISNs and the standard deviation from the average are displayed in the RESULT section. Also included is the degree of difficulty for exploitation of the TCP ISN generation scheme used by the host.","N/A","N/A",,,"Average change between subsequent TCP initial sequence numbers is 1125442145 with a standard deviation of 531529303. These TCP initial sequence numbers were triggered by TCP SYN probes sent to the host at an average rate of 1/(5063 microseconds). The degree of difficulty to exploit the TCP initial sequence number generation scheme is: hard.","no",,,"TCP/IP",,
"172.31.1.50","nexus2.labvulnerabilities_vulnnet",,,"host scanned, found vuln","82046","IP ID Values Randomness","Ig","1",,,,,,,,"The values for the identification (ID) field in IP headers in IP packets from the host are analyzed to determine how random they are. The changes between subsequent ID values for either the network byte ordering or the host byte ordering, whichever is smaller, are displayed in the RESULT section along with the duration taken to send the probes. When incremental values are used, as is the case for TCP/IP implementation in many operating systems, these changes reflect the network load of the host at the time this test was conducted.
 
Please note that for reliability reasons only the network traffic from open TCP ports is analyzed.","N/A","N/A",,,"IP ID changes observed (network order) for port 8081: 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Duration: 0 milli seconds","no",,,"TCP/IP",,
"172.31.1.50","nexus2.labvulnerabilities_vulnnet",,,"host scanned, found vuln","12230","Default Web Page","Ig","1","8081","tcp",,,,,,"The Result section displays the default Web page for the Web server.","N/A","N/A",,,"GET / HTTP/1.1
Host: nexus2.labvulnerabilities_vulnnet:8081
Connection: Keep-Alive



<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html;charset=ISO-8859-1""/>
<title>Error 404 Not Found</title>
</head>
<body>
 HTTP ERROR: 404 
 Problem accessing /. Reason:
     Not Found </p>
<hr /> <small>Powered by Jetty://</small> 




















</body>
</html>","no",,,"CGI",,
"172.31.1.50","nexus2.labvulnerabilities_vulnnet",,,"host scanned, found vuln","13910","Default Web Page ( Follow HTTP Redirection)","Ig","1","8081","tcp",,,,,,"The Result section displays the default Web page for the Web server following HTTP redirections.","N/A","N/A",,,"GET / HTTP/1.1
Host: nexus2.labvulnerabilities_vulnnet:8081
Connection: Keep-Alive



<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html;charset=ISO-8859-1""/>
<title>Error 404 Not Found</title>
</head>
<body>
 HTTP ERROR: 404 
 Problem accessing /. Reason:
     Not Found </p>
<hr /> <small>Powered by Jetty://</small> 




















</body>
</html>","no",,,"CGI",,
"172.31.1.50","nexus2.labvulnerabilities_vulnnet",,,"host scanned, found vuln","48118","HTTP Response Method and Header Information Collected","Ig","1","8081","tcp",,,,,,"This QID prints the information, in the form of a text record, that a web server sends back to a client's browser in response to receiving a single HTTP GET request.  
QID Detection Logic: 
This QID returns the HTTP response method and header information returned by a web server.","N/A","N/A",,,"HTTP header and method information collected on port 8081.

GET / HTTP/1.1
Host: nexus2.labvulnerabilities_vulnnet:8081
Connection: Keep-Alive



HTTP/1.1 404 Not Found
Date: Thu, 23 Jul 2026 07:22:46 GMT
Cache-Control: must-revalidate,no-cache,no-store
Content-Type: text/html;charset=ISO-8859-1
Content-Length: 1267
Server: Jetty(8.1.16.v20140903)","no",,,"Information gathering",,
"172.31.1.50","nexus2.labvulnerabilities_vulnnet",,,"host scanned, found vuln","86565","Web Server Supports HTTP Request Pipelining","Ig","1","8081","tcp",,,,,,"Version 1.1 of the HTTP protocol supports URL-Request Pipelining. This means that instead of using the ""Keep-Alive"" method to keep the TCP connection alive over multiple requests, the protocol allows multiple HTTP URL requests to be made in the same TCP packet. Any Web server which is HTTP 1.1 compliant should then process all the URLs requested in the single TCP packet and respond as usual.
 
The target Web server was found to support this functionality of the HTTP 1.1 protocol.","Support for URL-Request Pipelining has interesting consequences. For example, as explained in this paper by Daniel Roelker (http://www.defcon.org/images/defcon-11/dc-11-presentations/dc-11-Roelker/dc-11-roelker-paper.pdf), it can be used for evading detection by Intrusion Detection Systems. Also, it can be used in HTTP Response-Spliting style attacks.","N/A",,,"GET / HTTP/1.1
Host:172.31.1.50:8081

GET /Q_Evasive/ HTTP/1.1
Host:172.31.1.50:8081



HTTP/1.1 404 Not Found
Date: Thu, 23 Jul 2026 07:23:22 GMT
Cache-Control: must-revalidate,no-cache,no-store
Content-Type: text/html;charset=ISO-8859-1
Content-Length: 1267
Server: Jetty(8.1.16.v20140903)

<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html;charset=ISO-8859-1""/>
<title>Error 404 Not Found</title>
</head>
<body>
 HTTP ERROR: 404 
 Problem accessing /. Reason:
     Not Found </p>
<hr /> <small>Powered by Jetty://</small> 




















</body>
</html>
HTTP/1.1 404 Not Found
Date: Thu, 23 Jul 2026 07:23:22 GMT
Cache-Control: must-revalidate,no-cache,no-store
Content-Type: text/html;charset=ISO-8859-1
Content-Length: 1277
Server: Jetty(8.1.16.v20140903)

<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html;charset=ISO-8859-1""/>
<title>Error 404 Not Found</title>
</head>
<body>
 HTTP ERROR: 404 
 Problem accessing /Q_Evasive/. Reason:
     Not Found </p>
<hr /> <small>Powered by Jetty://</small> 




















</body>
</html>","no",,,"Web server",,
"172.31.1.50","nexus2.labvulnerabilities_vulnnet",,,"host scanned, found vuln","86672","List of Web Directories","Ig","1","8081","tcp",,,,,,"Based largely on the HTTP reply code, the following directories are most likely present on the host.",,,,,"Directory	Source
/nexus	brute force","no",,,"Web server",,
"172.31.1.5","centos6.labvulnerabilities_vulnnet",,,"host scanned, found vuln","6","DNS Host Name","Ig","1",,,,,,,,"The fully qualified domain name of this host, if it was obtained from a DNS server, is displayed in the RESULT section.","N/A","N/A",,,"IP address	Host name
172.31.1.5	centos6.labvulnerabilities_vulnnet","no",,,"Information gathering",,
"172.31.1.5","centos6.labvulnerabilities_vulnnet",,,"host scanned, found vuln","45038","Host Scan Time - Scanner","Ig","1",,,,,,,,"The Host Scan Time is the period of time it takes the scanning engine to perform the vulnerability assessment of a single target host. The Host Scan Time for this host is reported in the Result section below. 
 
The Host Scan Time does not have a direct correlation to the Duration time as displayed in the Report Summary section of a scan results report. The Duration is the period of time it takes the service to perform a scan task. The Duration includes the time it takes the service to scan all hosts, which may involve parallel scanning. It also includes the time it takes for a scanner appliance to pick up the scan task and transfer the results back to the service's Secure Operating Center. Further, when a scan task is distributed across multiple scanners, the Duration includes the time it takes to perform parallel host scanning on all scanners.","N/A","N/A",,,"Scan duration: 342 seconds

Start time: Thu, Jul 23 2026, 07:18:39 GMT

End time: Thu, Jul 23 2026, 07:24:21 GMT","no",,,"Information gathering",,
"172.31.1.5","centos6.labvulnerabilities_vulnnet",,,"host scanned, found vuln","45039","Host Names Found","Ig","1",,,,,,,,"The following host names were discovered for this computer using various methods such as DNS look up, NetBIOS query, and SQL server name query.","N/A","N/A",,,"Host Name	Source
centos6.labvulnerabilities_vulnnet	FQDN","no",,,"Information gathering",,
"172.31.1.5","centos6.labvulnerabilities_vulnnet",,,"host scanned, found vuln","82040","ICMP Replies Received","Ig","1",,,,,,,,"ICMP (Internet Control and Error Message Protocol) is a protocol encapsulated in IP packets. ICMP's principal purpose is to provide a protocol layer that informs gateways of the inter-connectivity and accessibility of other gateways or hosts. 
 
We have sent the following types of packets to trigger the host to send us ICMP replies: 
 
Echo Request (to trigger Echo Reply) 
Timestamp Request (to trigger Timestamp Reply) 
Address Mask Request (to trigger Address Mask Reply) 
UDP Packet (to trigger Port Unreachable Reply) 
IP Packet with Protocol >= 250 (to trigger Protocol Unreachable Reply)
 
Listed in the ""Result"" section are the ICMP replies that we have received.",,,,,"ICMP Reply Type	Triggered By	Additional Information
Echo (type=0 code=0)	Echo Request	Echo Reply
Unreachable (type=3 code=3)	UDP Port 123	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 2115	Port Unreachable
Time Stamp (type=14 code=0)	Time Stamp Request	07:18:51 GMT
Unreachable (type=3 code=3)	UDP Port 7308	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 3527	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 9874	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 28636	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 3150	Port Unreachable
Unreachable (type=3 code=2)	IP with High Protocol	Protocol Unreachable
Unreachable (type=3 code=3)	UDP Port 5321	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 51100	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 5001	Port Unreachable","no",,,"TCP/IP",,
"172.31.1.3","debian8.labvulnerabilities_vulnnet",,,"host scanned, found vuln","6","DNS Host Name","Ig","1",,,,,,,,"The fully qualified domain name of this host, if it was obtained from a DNS server, is displayed in the RESULT section.","N/A","N/A",,,"IP address	Host name
172.31.1.3	debian8.labvulnerabilities_vulnnet","no",,,"Information gathering",,
"172.31.1.3","debian8.labvulnerabilities_vulnnet",,,"host scanned, found vuln","45038","Host Scan Time - Scanner","Ig","1",,,,,,,,"The Host Scan Time is the period of time it takes the scanning engine to perform the vulnerability assessment of a single target host. The Host Scan Time for this host is reported in the Result section below. 
 
The Host Scan Time does not have a direct correlation to the Duration time as displayed in the Report Summary section of a scan results report. The Duration is the period of time it takes the service to perform a scan task. The Duration includes the time it takes the service to scan all hosts, which may involve parallel scanning. It also includes the time it takes for a scanner appliance to pick up the scan task and transfer the results back to the service's Secure Operating Center. Further, when a scan task is distributed across multiple scanners, the Duration includes the time it takes to perform parallel host scanning on all scanners.","N/A","N/A",,,"Scan duration: 342 seconds

Start time: Thu, Jul 23 2026, 07:18:39 GMT

End time: Thu, Jul 23 2026, 07:24:21 GMT","no",,,"Information gathering",,
"172.31.1.3","debian8.labvulnerabilities_vulnnet",,,"host scanned, found vuln","45039","Host Names Found","Ig","1",,,,,,,,"The following host names were discovered for this computer using various methods such as DNS look up, NetBIOS query, and SQL server name query.","N/A","N/A",,,"Host Name	Source
debian8.labvulnerabilities_vulnnet	FQDN","no",,,"Information gathering",,
"172.31.1.3","debian8.labvulnerabilities_vulnnet",,,"host scanned, found vuln","82040","ICMP Replies Received","Ig","1",,,,,,,,"ICMP (Internet Control and Error Message Protocol) is a protocol encapsulated in IP packets. ICMP's principal purpose is to provide a protocol layer that informs gateways of the inter-connectivity and accessibility of other gateways or hosts. 
 
We have sent the following types of packets to trigger the host to send us ICMP replies: 
 
Echo Request (to trigger Echo Reply) 
Timestamp Request (to trigger Timestamp Reply) 
Address Mask Request (to trigger Address Mask Reply) 
UDP Packet (to trigger Port Unreachable Reply) 
IP Packet with Protocol >= 250 (to trigger Protocol Unreachable Reply)
 
Listed in the ""Result"" section are the ICMP replies that we have received.",,,,,"ICMP Reply Type	Triggered By	Additional Information
Echo (type=0 code=0)	Echo Request	Echo Reply
Unreachable (type=3 code=3)	UDP Port 123	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 2115	Port Unreachable
Time Stamp (type=14 code=0)	Time Stamp Request	07:18:51 GMT
Unreachable (type=3 code=3)	UDP Port 7308	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 3527	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 9874	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 35399	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 3150	Port Unreachable
Unreachable (type=3 code=2)	IP with High Protocol	Protocol Unreachable
Unreachable (type=3 code=3)	UDP Port 5321	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 51100	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 5001	Port Unreachable","no",,,"TCP/IP",,
"172.31.1.1","ubuntu14.labvulnerabilities_vulnnet",,,"host scanned, found vuln","6","DNS Host Name","Ig","1",,,,,,,,"The fully qualified domain name of this host, if it was obtained from a DNS server, is displayed in the RESULT section.","N/A","N/A",,,"IP address	Host name
172.31.1.1	ubuntu14.labvulnerabilities_vulnnet","no",,,"Information gathering",,
"172.31.1.1","ubuntu14.labvulnerabilities_vulnnet",,,"host scanned, found vuln","45038","Host Scan Time - Scanner","Ig","1",,,,,,,,"The Host Scan Time is the period of time it takes the scanning engine to perform the vulnerability assessment of a single target host. The Host Scan Time for this host is reported in the Result section below. 
 
The Host Scan Time does not have a direct correlation to the Duration time as displayed in the Report Summary section of a scan results report. The Duration is the period of time it takes the service to perform a scan task. The Duration includes the time it takes the service to scan all hosts, which may involve parallel scanning. It also includes the time it takes for a scanner appliance to pick up the scan task and transfer the results back to the service's Secure Operating Center. Further, when a scan task is distributed across multiple scanners, the Duration includes the time it takes to perform parallel host scanning on all scanners.","N/A","N/A",,,"Scan duration: 344 seconds

Start time: Thu, Jul 23 2026, 07:18:39 GMT

End time: Thu, Jul 23 2026, 07:24:23 GMT","no",,,"Information gathering",,
"172.31.1.1","ubuntu14.labvulnerabilities_vulnnet",,,"host scanned, found vuln","45039","Host Names Found","Ig","1",,,,,,,,"The following host names were discovered for this computer using various methods such as DNS look up, NetBIOS query, and SQL server name query.","N/A","N/A",,,"Host Name	Source
ubuntu14.labvulnerabilities_vulnnet	FQDN","no",,,"Information gathering",,
"172.31.1.1","ubuntu14.labvulnerabilities_vulnnet",,,"host scanned, found vuln","82040","ICMP Replies Received","Ig","1",,,,,,,,"ICMP (Internet Control and Error Message Protocol) is a protocol encapsulated in IP packets. ICMP's principal purpose is to provide a protocol layer that informs gateways of the inter-connectivity and accessibility of other gateways or hosts. 
 
We have sent the following types of packets to trigger the host to send us ICMP replies: 
 
Echo Request (to trigger Echo Reply) 
Timestamp Request (to trigger Timestamp Reply) 
Address Mask Request (to trigger Address Mask Reply) 
UDP Packet (to trigger Port Unreachable Reply) 
IP Packet with Protocol >= 250 (to trigger Protocol Unreachable Reply)
 
Listed in the ""Result"" section are the ICMP replies that we have received.",,,,,"ICMP Reply Type	Triggered By	Additional Information
Echo (type=0 code=0)	Echo Request	Echo Reply
Unreachable (type=3 code=3)	UDP Port 123	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 53	Port Unreachable
Time Stamp (type=14 code=0)	Time Stamp Request	07:18:51 GMT
Unreachable (type=3 code=3)	UDP Port 7308	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 3527	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 9874	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 10989	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 3150	Port Unreachable
Unreachable (type=3 code=2)	IP with High Protocol	Protocol Unreachable
Unreachable (type=3 code=3)	UDP Port 5321	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 51100	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 5001	Port Unreachable","no",,,"TCP/IP",,
"172.30.9.3","mutillidae.labvulnerabilities_vulnnet",,,"host scanned, found vuln","11304","PHPMyAdmin Unauthorized Access Vulnerabilities","Vuln","4","80","tcp",,,,,,"phpMyAdmin is a freely available tool that provides a Web interface for handling MySQL adminstrative tasks.
 
It's possible for phpMyAdmin users to manipulate all functions of your MySql database server. All functions like deleting/updating/creating and modification of all tables is allowed. The Web page used to perform these functions is not protected.","A remote, malicious user may exploit this vulnerability to alter the contents of any tables in the database, causing any or all applications that use the database to fail.","Restrict access to phpMyAdmin. Refer to  phpMyAdmin documentation (https://docs.phpmyadmin.net/en/latest/setup.htmlusing-authentication-modes) to obtain further details.",,,"GET /phpmyadmin/index.php HTTP/1.1
Host: mutillidae.labvulnerabilities_vulnnet
Connection: Keep-Alive



<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.0 Frameset//EN""
""http://www.w3.org/TR/xhtml1/DTD/xhtml1-frameset.dtd"">
<html xmlns=""http://www.w3.org/1999/xhtml""
xml:lang=""en""
lang=""en""
dir=""ltr"">
<head>
<link rel=""icon"" href=""./favicon.ico"" type=""image/x-icon"" />
<link rel=""shortcut icon"" href=""./favicon.ico"" type=""image/x-icon"" />
<title>phpMyAdmin 3.5.2.2 -
mutillidae.labvulnerabilities_vulnnet</title>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"" />
<meta name=""robots"" content=""noindex,nofollow"" />
<script type=""text/javascript"">
// <![CDATA[
// definitions used in common.js
var common_query = 'lang=en&collation_connection=utf8_general_ci&token=9144e4c57bcd48b49b2adef0279df1e3';
var opendb_url = 'db_structure.php';
var safari_browser = false;
var querywindow_height = 400;
var querywindow_width = 600;
var collation_connection = 'utf8_general_ci';
var lang = 'en';
var server = '1';
var table = '';
var db    = '';
var token = '9144e4c57bcd48b49b2adef0279df1e3';
var text_dir = 'ltr';
var pma_absolute_uri = 'http://mutillidae.labvulnerabilities_vulnnet/phpmyadmin/';
var pma_text_default_tab = 'Browse';
var pma_text_left_default_tab = 'Structure';

// for content and navigation frames

var frame_content = 0;
var frame_navigation = 0;
function getFrames() {
frame_content = window.frames[1];
frame_navigation = window.frames[0];
}
var onloadCnt = 0;
var onLoadHandler = window.onload;
window.onload = function() {
if (onloadCnt == 0) {
if (typeof(onLoadHandler) == ""function"") {
onLoadHandler();
}
if (typeof(getFrames) != 'undefined' && typeof(getFrames) == 'function') {
getFrames();
}
onloadCnt++;
}
};
// ]]>
</script>
<script src=""./js/jquery/jquery-1.6.2.js?ts=1526333067"" type=""text/javascript""></script>
<script src=""./js/update-location.js?ts=1526333067"" type=""text/javascript""></script>
<script src=""./js/common.js?ts=1526333067"" type=""text/javascript""></script>
</head>
<frameset,*"" rows=""*"" id=""mainFrameset"">
<frame frameborder=""0"" id=""frame_navigation""
src=""navigation.php?lang=en&amp;collation_connection=utf8_general_ci&amp;token=9144e4c57bcd48b49b2adef0279df1e3""
name=""frame_navigation"" />
<frame frameborder=""0"" id=""frame_content""
src=""main.php?lang=en&amp;collation_connection=utf8_general_ci&amp;token=9144e4c57bcd48b49b2adef0279df1e3""
name=""frame_content"" />
<noframes>
<body>
 phpMyAdmin is more friendly with a  frames-capable  browser.</p>
</body>
</noframes>
</frameset>
</html>","yes",,,"CGI",,
